StudentID,Gender,Age,MotherEducation,FatherEducation,StudyTime,PreviousFailures,Internet,Extracurricular,Absences,Midterm1,Midterm2,FinalScore,Attendance,Result
ST0381,F,17,4,4,3,0,yes,yes,0,13,12,13,100,Pass
ST0382,F,17,4,4,3,0,yes,no,4,15,14,15,96,Pass
ST0383,F,17,3,3,1,0,yes,yes,2,11,12,11,98,Pass
ST0384,M,18,2,2,4,0,yes,yes,0,11,11,12,100,Pass
ST0385,M,19,3,2,1,0,no,no,0,11,10,10,100,Pass
ST0386,F,18,2,2,2,0,no,yes,2,10,9,10,98,Pass
ST0387,F,17,2,4,3,0,yes,no,0,15,15,15,100,Pass
ST0388,M,18,2,2,1,0,yes,no,6,15,14,15,94,Pass
ST0389,F,18,3,3,2,0,yes,yes,8,10,11,12,92,Pass
ST0390,F,18,2,2,2,0,yes,yes,0,10,9,12,100,Pass
ST0391,F,18,2,2,4,0,no,yes,6,14,13,14,94,Pass
ST0392,F,17,3,4,3,0,yes,no,8,11,13,14,92,Pass
ST0393,F,17,3,2,2,0,yes,no,0,12,13,15,100,Pass
ST0394,F,18,3,3,4,0,yes,no,4,14,14,15,96,Pass
ST0395,F,17,3,2,2,0,yes,no,0,14,14,16,100,Pass
ST0396,M,18,4,4,2,0,yes,yes,0,12,12,13,100,Pass
ST0397,M,18,3,4,2,0,yes,yes,6,16,16,17,94,Pass
ST0398,F,17,2,2,2,0,yes,no,18,10,12,14,82,Pass
ST0399,F,18,2,3,3,0,yes,no,0,11,12,14,100,Pass
ST0400,F,18,3,2,3,0,yes,no,4,14,16,17,96,Pass
ST0401,M,18,4,3,3,0,yes,no,4,15,14,17,96,Pass
ST0402,M,18,4,3,3,0,yes,no,0,14,13,14,100,Pass
ST0403,F,17,4,3,3,0,yes,yes,0,11,12,13,100,Pass
ST0404,F,17,2,1,2,0,yes,yes,10,12,15,15,90,Pass
ST0405,F,17,2,1,2,0,yes,yes,4,12,16,16,96,Pass
ST0406,F,19,2,3,1,1,yes,no,16,10,11,11,84,Pass
ST0407,F,17,3,1,1,1,yes,no,6,10,13,13,94,Pass
ST0408,F,21,4,4,3,2,yes,yes,0,9,12,12,100,Pass
ST0409,M,18,2,2,2,0,yes,yes,11,9,11,12,89,Pass
ST0410,M,18,3,4,2,0,yes,yes,9,13,14,15,91,Pass
ST0411,F,17,2,2,2,0,yes,yes,0,13,17,17,100,Pass
ST0412,M,17,4,4,3,0,yes,no,2,12,15,15,98,Pass
ST0413,F,18,4,2,2,0,yes,yes,0,14,17,17,100,Pass
ST0414,M,21,1,1,2,2,yes,yes,21,9,10,10,79,Pass
ST0415,F,20,1,1,3,0,yes,no,8,11,15,15,92,Pass
ST0416,F,19,4,4,1,1,yes,no,5,9,10,11,95,Pass
ST0417,M,17,3,2,2,0,yes,no,10,16,18,18,90,Pass
ST0418,F,18,3,2,3,0,yes,no,5,14,17,17,95,Pass
ST0419,M,18,2,3,1,0,yes,no,13,13,14,14,87,Pass
ST0420,M,19,2,1,1,0,yes,no,10,7,11,11,90,Pass
ST0421,F,18,2,2,2,0,yes,no,10,14,17,17,90,Pass
ST0422,F,20,1,0,1,1,yes,no,5,8,10,10,95,Pass
ST0423,F,18,3,2,2,0,yes,yes,4,10,13,13,96,Pass
ST0424,F,16,1,3,1,0,yes,no,11,10,11,11,89,Pass
ST0425,F,16,2,2,2,0,yes,yes,0,12,12,12,100,Pass
ST0426,F,15,1,1,1,1,no,no,6,10,10,10,94,Pass
ST0427,F,15,3,3,1,0,yes,no,4,10,10,11,96,Pass
ST0428,F,16,2,3,2,0,no,no,0,16,17,17,100,Pass
ST0429,F,15,2,1,1,0,no,no,0,6,8,9,100,Fail
ST0430,M,16,4,4,2,0,no,no,5,10,11,11,95,Pass
ST0431,M,16,1,2,3,0,yes,no,0,10,11,11,100,Pass
ST0432,F,17,3,2,2,1,no,no,0,10,10,10,100,Pass
ST0433,F,17,1,1,1,1,yes,no,0,6,6,7,100,Fail
ST0434,F,15,4,4,1,0,yes,no,0,13,14,14,100,Pass
ST0435,F,16,2,2,4,0,no,yes,4,10,9,11,96,Pass
ST0436,F,15,1,1,2,0,yes,no,0,10,10,10,100,Pass
ST0437,F,15,1,1,1,1,yes,no,4,6,7,8,96,Fail
ST0438,F,16,0,2,1,0,no,yes,0,12,11,12,100,Pass
ST0439,F,17,2,3,1,0,yes,no,2,10,11,12,98,Pass
ST0440,F,15,3,3,1,0,yes,no,0,14,16,16,100,Pass
ST0441,M,16,1,1,2,0,no,yes,0,7,0,0,100,Fail
ST0442,M,17,1,1,2,0,yes,no,4,8,9,9,96,Fail
ST0443,M,15,4,1,2,0,yes,yes,0,12,13,14,100,Pass
ST0444,M,15,4,1,2,0,yes,yes,7,7,9,8,93,Fail
ST0445,M,16,3,4,2,0,no,no,4,9,10,11,96,Pass
ST0446,M,15,1,1,2,0,no,yes,8,7,9,9,92,Fail
ST0447,M,15,3,3,2,0,yes,yes,0,11,11,11,100,Pass
ST0448,M,17,2,1,1,0,no,yes,8,8,10,9,92,Fail
ST0449,F,16,4,4,3,0,yes,yes,6,16,16,17,94,Pass
ST0450,F,15,1,2,1,0,no,no,3,11,13,13,97,Pass
ST0451,F,16,2,3,2,0,yes,no,2,15,15,15,98,Pass
ST0452,M,16,1,2,2,0,no,no,0,10,11,11,100,Pass
ST0453,F,16,2,2,2,0,yes,no,4,9,10,11,96,Pass
ST0454,F,16,1,2,3,1,no,no,0,10,8,8,100,Fail
ST0455,F,16,1,2,3,1,no,no,3,9,8,8,97,Fail
ST0456,F,15,2,1,2,0,yes,no,0,9,10,9,100,Fail
ST0457,F,16,1,1,2,0,no,no,0,13,14,15,100,Pass
ST0458,M,17,1,2,1,0,yes,yes,4,10,11,11,96,Pass
ST0459,F,16,1,1,4,0,yes,no,0,13,10,13,100,Pass
ST0460,F,16,1,1,3,0,no,no,2,10,9,10,98,Pass
ST0461,F,15,1,1,2,0,yes,yes,1,11,10,11,99,Pass
ST0462,F,16,1,1,1,0,yes,yes,0,13,12,14,100,Pass
ST0463,F,15,1,1,2,0,no,no,0,13,14,14,100,Pass
ST0464,F,15,2,2,3,0,no,no,2,14,11,12,98,Pass
ST0465,M,16,1,1,1,0,no,yes,6,11,11,11,94,Pass
ST0466,F,18,1,2,2,1,yes,yes,9,9,8,8,91,Fail
ST0467,M,15,3,1,1,0,no,no,0,10,9,11,100,Pass
ST0468,F,16,2,2,2,0,yes,yes,1,14,13,14,99,Pass
ST0469,M,15,2,2,1,0,no,no,1,13,12,13,99,Pass
ST0470,M,16,4,4,2,0,no,yes,0,13,12,13,100,Pass
ST0471,F,15,3,3,2,0,yes,no,4,13,12,12,96,Pass
ST0472,F,16,2,2,2,1,no,yes,2,12,11,12,98,Pass
ST0473,F,16,2,2,1,0,no,yes,0,14,14,16,100,Pass
ST0474,M,16,2,1,1,0,yes,yes,4,10,8,10,96,Pass
ST0475,M,15,1,3,1,0,yes,yes,2,10,11,11,98,Pass
ST0476,F,15,2,2,3,0,no,yes,0,12,13,14,100,Pass
ST0477,F,16,2,1,1,0,yes,no,2,10,8,8,98,Fail
ST0478,M,15,3,3,1,0,yes,yes,11,12,10,11,89,Pass
ST0479,F,16,1,1,2,3,no,no,0,7,7,8,100,Fail
ST0480,F,17,2,2,1,0,no,yes,4,9,9,10,96,Pass
ST0481,F,19,2,3,1,1,yes,no,0,9,9,10,100,Pass
ST0482,F,17,2,1,1,0,no,yes,2,9,10,11,98,Pass
ST0483,F,15,1,1,1,0,no,no,0,9,10,9,100,Fail
ST0484,F,16,2,2,2,0,yes,no,1,9,10,11,99,Pass
ST0485,F,16,2,2,1,0,no,no,6,7,7,8,94,Fail
ST0486,F,17,2,2,2,0,yes,no,0,11,10,11,100,Pass
ST0487,F,16,2,2,1,1,yes,yes,1,9,10,10,99,Pass
ST0488,F,18,3,2,3,2,no,no,6,7,9,10,94,Pass
ST0489,F,19,1,1,3,1,no,yes,6,7,9,9,94,Fail
ST0490,M,18,1,1,1,1,yes,yes,0,8,9,10,100,Pass
ST0491,F,18,1,1,1,1,yes,no,4,9,11,10,96,Pass
ST0492,F,19,1,1,2,1,yes,no,12,7,8,9,88,Fail
ST0493,F,16,2,2,2,0,no,no,2,8,10,10,98,Pass
ST0494,F,17,0,1,1,0,no,yes,5,9,9,10,95,Pass
ST0495,F,16,1,2,2,0,yes,yes,0,8,9,9,100,Fail
ST0496,F,16,3,3,1,0,yes,yes,0,14,13,13,100,Pass
ST0497,F,16,1,1,1,0,yes,yes,2,14,14,14,98,Pass
ST0498,M,17,3,3,4,1,no,yes,0,10,11,10,100,Pass
ST0499,F,16,2,1,2,0,yes,yes,0,14,13,14,100,Pass
ST0500,F,16,2,2,1,0,no,yes,0,17,16,16,100,Pass
ST0501,M,17,1,2,1,1,yes,yes,12,6,7,7,88,Fail
ST0502,M,16,4,3,1,0,yes,yes,8,14,12,13,92,Pass
ST0503,M,17,2,2,4,1,no,no,2,10,8,9,98,Fail
ST0504,F,16,1,1,4,0,yes,yes,0,14,14,14,100,Pass
ST0505,F,19,2,2,3,0,yes,no,0,12,13,13,100,Pass
ST0506,F,17,1,1,1,0,yes,yes,0,11,11,11,100,Pass
ST0507,F,20,3,3,2,1,yes,yes,8,11,9,10,92,Pass
ST0508,F,17,1,1,3,0,no,no,0,11,11,10,100,Pass
ST0509,M,17,2,2,1,1,yes,no,0,10,9,9,100,Fail
ST0510,F,16,1,1,2,0,no,no,0,16,17,18,100,Pass
ST0511,F,17,2,2,2,0,no,yes,0,15,17,17,100,Pass
ST0512,F,17,1,0,2,0,yes,no,1,11,9,10,99,Pass
ST0513,F,18,1,1,2,1,yes,no,9,7,7,7,91,Fail
ST0514,F,16,3,1,1,0,yes,yes,0,8,6,8,100,Fail
ST0515,F,16,3,2,1,0,yes,no,2,7,6,7,98,Fail
ST0516,F,18,1,1,2,0,no,no,8,9,8,10,92,Pass
ST0517,F,16,4,4,2,0,yes,yes,0,14,16,16,100,Pass
ST0518,F,16,1,2,1,0,yes,yes,0,14,14,15,100,Pass
ST0519,F,18,2,4,2,1,yes,no,8,8,5,8,92,Fail
ST0520,M,16,2,1,2,0,yes,yes,0,8,7,0,100,Fail
ST0521,F,16,1,1,2,0,yes,no,6,6,8,8,94,Fail
ST0522,F,16,2,3,2,0,yes,yes,0,8,10,10,100,Pass
ST0523,F,16,4,4,2,0,yes,no,4,8,8,8,96,Fail
ST0524,M,18,4,4,4,0,yes,yes,2,5,6,6,98,Fail
ST0525,F,16,3,4,2,0,no,no,2,7,9,8,98,Fail
ST0526,M,17,4,4,3,0,yes,no,0,15,14,16,100,Pass
ST0527,F,17,4,1,1,0,yes,no,1,13,14,14,99,Pass
ST0528,M,16,2,2,3,0,no,no,0,10,9,10,100,Pass
ST0529,F,17,2,2,1,0,yes,no,5,9,9,9,95,Fail
ST0530,F,16,4,4,1,0,no,no,1,11,11,11,99,Pass
ST0531,M,17,3,3,1,0,yes,yes,8,7,10,9,92,Fail
ST0532,M,17,1,1,2,0,yes,no,0,10,10,10,100,Pass
ST0533,M,16,2,1,2,0,yes,no,2,9,7,8,98,Fail
ST0534,F,16,2,1,2,0,yes,no,0,14,15,16,100,Pass
ST0535,M,16,4,4,1,0,yes,no,0,11,12,12,100,Pass
ST0536,M,15,1,2,2,0,no,yes,11,9,11,10,89,Pass
ST0537,M,15,2,2,4,0,no,yes,8,13,14,14,92,Pass
ST0538,M,15,2,1,1,0,yes,yes,11,12,13,12,89,Pass
ST0539,F,16,2,2,3,0,no,no,2,11,11,11,98,Pass
ST0540,F,16,4,1,2,0,yes,yes,8,9,10,10,92,Pass
ST0541,F,17,3,2,1,0,no,no,5,9,11,11,95,Pass
ST0542,F,17,2,2,2,0,no,no,0,11,9,11,100,Pass
ST0543,F,16,4,4,3,0,yes,no,1,10,11,12,99,Pass
ST0544,M,17,4,4,1,3,yes,yes,2,9,9,8,98,Fail
ST0545,M,17,1,3,1,0,no,yes,2,12,11,12,98,Pass
ST0546,M,17,3,4,2,1,yes,yes,8,8,9,8,92,Fail
ST0547,F,17,4,4,2,0,yes,no,0,13,15,16,100,Pass
ST0548,M,16,4,1,1,0,yes,no,0,10,11,11,100,Pass
ST0549,F,17,1,1,2,0,yes,yes,2,11,10,11,98,Pass
ST0550,F,17,4,2,2,0,yes,no,0,17,18,18,100,Pass
ST0551,M,16,2,2,2,0,yes,no,0,12,13,13,100,Pass
ST0552,M,17,3,2,2,0,yes,no,0,13,14,13,100,Pass
ST0553,M,19,1,1,2,2,yes,yes,2,9,9,10,98,Pass
ST0554,M,17,1,0,1,0,no,no,4,11,11,12,96,Pass
ST0555,F,17,1,1,1,0,yes,yes,3,10,11,10,97,Pass
ST0556,F,16,1,2,3,0,yes,no,5,13,14,13,95,Pass
ST0557,M,16,1,2,1,0,no,no,4,9,10,11,96,Pass
ST0558,F,17,3,1,2,3,yes,yes,2,7,9,10,98,Pass
ST0559,M,17,2,2,1,0,no,yes,0,8,13,10,100,Pass
ST0560,M,18,1,0,1,1,no,no,0,12,12,13,100,Pass
ST0561,M,17,1,1,1,0,yes,yes,0,10,9,10,100,Pass
ST0562,M,18,1,1,2,0,no,yes,6,10,9,10,94,Pass
ST0563,F,16,2,2,2,0,no,yes,0,11,13,12,100,Pass
ST0564,M,17,2,2,1,1,no,yes,0,7,0,0,100,Fail
ST0565,M,16,3,2,1,0,yes,no,2,11,9,10,98,Pass
ST0566,M,16,1,1,1,0,yes,yes,0,10,10,9,100,Fail
ST0567,M,18,1,1,1,1,yes,no,2,9,7,9,98,Fail
ST0568,M,18,3,2,1,1,yes,no,0,4,0,0,100,Fail
ST0569,M,19,3,2,1,3,no,yes,4,6,11,9,96,Fail
ST0570,M,18,3,3,2,2,yes,yes,9,4,8,8,91,Fail
ST0571,M,16,2,2,1,0,yes,yes,6,7,8,8,94,Fail
ST0572,M,19,2,1,1,3,yes,yes,4,8,9,9,96,Fail
ST0573,F,16,3,2,2,2,no,yes,8,5,5,7,92,Fail
ST0574,F,17,1,1,1,0,no,yes,9,7,9,10,91,Pass
ST0575,M,20,1,1,1,1,yes,no,12,8,11,10,88,Pass
ST0576,F,18,4,3,1,0,yes,no,8,10,11,10,92,Pass
ST0577,M,18,3,2,1,0,yes,no,8,9,10,11,92,Pass
ST0578,M,19,1,1,2,1,yes,no,8,10,9,11,92,Pass
ST0579,M,17,3,3,2,1,yes,no,4,8,9,10,96,Pass
ST0580,M,18,1,3,1,0,yes,no,0,9,10,9,100,Fail
ST0581,M,19,1,1,1,1,yes,no,4,8,9,10,96,Pass
ST0582,F,18,1,2,2,2,no,no,2,6,8,8,98,Fail
ST0583,F,19,1,1,1,0,no,no,0,6,8,7,100,Fail
ST0584,F,18,2,2,1,1,yes,no,0,8,6,0,100,Fail
ST0585,F,17,0,0,1,0,yes,no,0,10,11,11,100,Pass
ST0586,F,17,3,1,3,0,no,no,5,8,7,8,95,Fail
ST0587,F,17,4,2,2,0,yes,yes,0,8,8,0,100,Fail
ST0588,F,18,2,2,2,1,yes,yes,3,7,6,8,97,Fail
ST0589,F,17,4,1,1,0,no,no,0,8,10,9,100,Fail
ST0590,F,17,1,2,1,0,yes,no,0,7,10,10,100,Pass
ST0591,F,18,1,1,2,2,no,yes,3,7,8,7,97,Fail
ST0592,F,18,2,2,2,0,yes,yes,2,12,13,14,98,Pass
ST0593,F,17,3,3,1,0,yes,no,0,11,12,13,100,Pass
ST0594,F,18,1,2,2,0,yes,no,0,12,13,14,100,Pass
ST0595,F,18,4,4,2,0,yes,yes,0,18,18,18,100,Pass
ST0596,M,18,4,4,1,0,yes,yes,3,17,17,17,97,Pass
ST0597,F,17,4,2,2,0,yes,no,0,17,18,18,100,Pass
ST0598,F,18,2,2,2,1,no,yes,0,9,0,0,100,Fail
ST0599,M,18,1,2,1,0,no,no,8,10,11,11,92,Pass
ST0600,M,18,4,4,1,0,yes,yes,5,12,13,14,95,Pass
ST0601,M,17,1,1,1,0,no,no,4,12,13,14,96,Pass
ST0602,F,18,2,2,2,0,yes,no,4,8,8,10,96,Pass
ST0603,F,18,2,2,3,0,yes,no,0,11,12,13,100,Pass
ST0604,F,18,4,2,2,0,yes,yes,0,5,0,0,100,Fail
ST0605,F,18,1,1,2,1,no,no,2,9,10,10,98,Pass
ST0606,F,19,1,1,1,1,no,no,0,5,0,0,100,Fail
ST0607,F,17,4,2,4,0,yes,no,0,18,18,18,100,Pass
ST0608,F,17,2,1,2,0,yes,yes,5,11,11,12,95,Pass
ST0609,F,18,1,1,2,0,no,no,2,8,10,11,98,Pass
ST0610,F,18,1,2,2,0,no,no,0,11,11,12,100,Pass
ST0611,F,19,1,1,2,3,no,yes,0,8,0,0,100,Fail
ST0612,F,18,2,2,3,0,yes,no,5,14,14,15,95,Pass
ST0613,M,17,4,3,2,1,yes,yes,4,10,11,11,96,Pass
ST0614,F,18,3,3,2,0,no,no,0,10,10,10,100,Pass
ST0615,F,17,4,4,2,0,yes,yes,2,12,12,12,98,Pass
ST0616,F,17,3,2,2,0,no,no,0,15,14,15,100,Pass
ST0617,M,18,1,1,1,0,yes,no,2,14,13,14,98,Pass
ST0618,F,18,1,1,3,0,yes,no,0,19,17,18,100,Pass
ST0619,F,18,1,2,2,0,no,no,0,16,15,15,100,Pass
ST0620,F,18,3,3,2,0,yes,no,6,13,12,13,94,Pass
ST0621,F,17,4,4,2,0,yes,yes,4,15,14,15,96,Pass
ST0622,F,17,1,2,2,0,no,no,0,13,13,13,100,Pass
ST0623,M,18,1,3,2,0,no,no,0,8,10,9,100,Fail
ST0624,M,18,4,4,3,0,yes,no,0,15,16,16,100,Pass
ST0625,F,17,1,1,1,1,yes,no,0,8,8,9,100,Fail
ST0626,F,18,2,3,1,0,yes,no,0,10,10,10,100,Pass
ST0627,F,18,4,4,2,0,yes,no,0,7,5,0,100,Fail
ST0628,M,18,1,2,1,0,yes,yes,3,9,10,10,97,Pass
ST0629,F,17,2,2,3,0,no,yes,8,10,11,12,92,Pass
ST0630,F,17,1,2,1,0,yes,yes,4,7,8,9,96,Fail
ST0631,F,18,4,4,3,0,yes,no,0,15,17,17,100,Pass
ST0632,F,18,1,1,3,0,yes,no,4,10,11,12,96,Pass
ST0633,F,19,1,1,2,1,yes,no,4,7,8,9,96,Fail
ST0634,F,18,4,4,2,0,yes,yes,1,13,14,14,99,Pass
ST0635,F,18,3,3,2,0,yes,no,1,16,16,16,99,Pass
ST0636,F,17,3,1,2,0,yes,yes,10,8,9,9,90,Fail
ST0637,M,18,4,4,2,0,yes,yes,4,17,18,19,96,Pass
ST0638,M,18,2,1,1,0,yes,yes,0,7,7,0,100,Fail
ST0639,M,17,2,3,2,0,yes,yes,4,14,15,16,96,Pass
ST0640,M,19,1,1,1,1,no,no,0,5,8,0,100,Fail
ST0641,M,18,4,2,1,1,no,no,0,7,7,0,100,Fail
ST0642,F,18,2,2,3,0,no,no,0,14,17,15,100,Pass
ST0643,F,17,4,3,2,0,yes,no,0,6,9,11,100,Pass
ST0644,F,18,4,4,1,0,yes,yes,4,7,9,10,96,Pass
ST0645,F,19,2,3,3,1,yes,yes,4,10,11,10,96,Pass
ST0646,F,18,3,1,2,0,yes,no,4,15,15,16,96,Pass
ST0647,F,18,1,1,2,0,no,yes,6,11,12,9,94,Fail
ST0648,M,17,3,1,1,0,yes,no,6,10,10,10,94,Pass
ST0649,M,18,3,2,1,0,yes,no,4,10,11,11,96,Pass
